"state","year","party","votes"
"West_Bengal",2016,"AIFB","2.82"
"Madhya_Pradesh",1962,"SOC","4.73"
"Madhya_Pradesh",1962,"JS","16.66"
"Madhya_Pradesh",1962,"INC","38.54"
"Madhya_Pradesh",1967,"INC","40.6"
"Madhya_Pradesh",1972,"INC","47.93"
"Madhya_Pradesh",1977,"INC","35.88"
"Madhya_Pradesh",1985,"INC","48.88"
"Madhya_Pradesh",1990,"INC","33.38"
"Madhya_Pradesh",1993,"INC","40.68"
"Madhya_Pradesh",1998,"INC","40.59"
"Madhya_Pradesh",2003,"INC","31.61"
"Madhya_Pradesh",2008,"INC","32.27"
"Madhya_Pradesh",2013,"INC","36.31"
"Madhya_Pradesh",1962,"RRP","3.79"
"Madhya_Pradesh",1977,"RRP","0.35"
"Madhya_Pradesh",1980,"RRP","0.15"
"Madhya_Pradesh",1990,"RRP","0.02"
"Madhya_Pradesh",1993,"RRP","0.02"
"Madhya_Pradesh",1962,"PSP","10.72"
"Madhya_Pradesh",1967,"PSP","4.68"
"Madhya_Pradesh",2003,"PSP","0"
"Madhya_Pradesh",1962,"IND","17.57"
"Madhya_Pradesh",1967,"IND","14.9"
"Madhya_Pradesh",1972,"IND","14.73"
"Madhya_Pradesh",1977,"IND","15.35"
"Madhya_Pradesh",1980,"IND","10.26"
"Madhya_Pradesh",1985,"IND","10.81"
"Madhya_Pradesh",1990,"IND","12.3"
"Madhya_Pradesh",1993,"IND","5.88"
"Madhya_Pradesh",1998,"IND","6.49"
"Madhya_Pradesh",2003,"IND","7.7"
"Madhya_Pradesh",2008,"IND","8.38"
"Madhya_Pradesh",2013,"IND","5.27"
"Madhya_Pradesh",1967,"SSP","5.28"
"Madhya_Pradesh",1962,"SWA","1.23"
"Madhya_Pradesh",1967,"SWA","2.55"
"Madhya_Pradesh",1972,"SWA","0.55"
"Madhya_Pradesh",1967,"BJS","28.28"
"Madhya_Pradesh",1972,"BJS","28.64"
"Madhya_Pradesh",1990,"BJS","0.03"
"Madhya_Pradesh",1962,"CPI","2.02"
"Madhya_Pradesh",1967,"CPI","1.11"
"Madhya_Pradesh",1972,"CPI","1.02"
"Madhya_Pradesh",1977,"CPI","0.97"
"Madhya_Pradesh",1980,"CPI","1.5"
"Madhya_Pradesh",1985,"CPI","2.11"
"Madhya_Pradesh",1990,"CPI","1.25"
"Madhya_Pradesh",1993,"CPI","0.98"
"Madhya_Pradesh",1998,"CPI","0.71"
"Madhya_Pradesh",2003,"CPI","0.31"
"Madhya_Pradesh",2008,"CPI","0.15"
"Madhya_Pradesh",2013,"CPI","0.15"
"Madhya_Pradesh",1972,"SOP","6.24"
"Madhya_Pradesh",1990,"SOP","0"
"Madhya_Pradesh",1962,"HMS","3.23"
"Madhya_Pradesh",1972,"HMS","0.12"
"Madhya_Pradesh",1977,"HMS","0.09"
"Madhya_Pradesh",1990,"HMS","0.05"
"Madhya_Pradesh",1993,"HMS","0.01"
"Madhya_Pradesh",1977,"JNP","47.28"
"Madhya_Pradesh",1985,"JNP","3.99"
"Madhya_Pradesh",1980,"JNP(JP)","2.88"
"Madhya_Pradesh",1990,"JNP(JP)","0.19"
"Madhya_Pradesh",1980,"JNP(SC)","4.82"
"Madhya_Pradesh",1980,"BJP","30.34"
"Madhya_Pradesh",1985,"BJP","32.45"
"Madhya_Pradesh",1990,"BJP","39.15"
"Madhya_Pradesh",1993,"BJP","38.82"
"Madhya_Pradesh",1998,"BJP","39.28"
"Madhya_Pradesh",2003,"BJP","42.5"
"Madhya_Pradesh",2008,"BJP","37.01"
"Madhya_Pradesh",2013,"BJP","44.41"
"Madhya_Pradesh",1980,"INC(I)","47.52"
"Madhya_Pradesh",1985,"LKD","1.06"
"Madhya_Pradesh",1993,"LKD","0.01"
"Madhya_Pradesh",1990,"BSP","3.54"
"Madhya_Pradesh",1993,"BSP","7.05"
"Madhya_Pradesh",1998,"BSP","6.15"
"Madhya_Pradesh",2003,"BSP","7.26"
"Madhya_Pradesh",2008,"BSP","9.43"
"Madhya_Pradesh",2013,"BSP","6.74"
"Madhya_Pradesh",1990,"JD","7.71"
"Madhya_Pradesh",1993,"JD","3.9"
"Madhya_Pradesh",1998,"JD","1.87"
"Madhya_Pradesh",1993,"SP","0.54"
"Madhya_Pradesh",1998,"SP","1.58"
"Madhya_Pradesh",2003,"SP","3.71"
"Madhya_Pradesh",2008,"SP","2.02"
"Madhya_Pradesh",2013,"SP","1.22"
"Madhya_Pradesh",1993,"GGP","0.18"
"Madhya_Pradesh",1998,"GGP","0.82"
"Madhya_Pradesh",2003,"GGP","2.03"
"Madhya_Pradesh",2008,"GGP","1.69"
"Madhya_Pradesh",2013,"GGP","1"
"Madhya_Pradesh",2008,"BJSH","4.72"
"Madhya_Pradesh",2013,"NOTA","1.88"
"Uttar_Pradesh",1962,"JS","16.46"
"Uttar_Pradesh",1962,"IND","12.71"
"Uttar_Pradesh",1967,"IND","18.68"
"Uttar_Pradesh",1969,"IND","7.09"
"Uttar_Pradesh",1974,"IND","10.25"
"Uttar_Pradesh",1977,"IND","16.12"
"Uttar_Pradesh",1980,"IND","11.86"
"Uttar_Pradesh",1985,"IND","16.78"
"Uttar_Pradesh",1989,"IND","15.45"
"Uttar_Pradesh",1991,"IND","7.41"
"Uttar_Pradesh",1993,"IND","6.77"
"Uttar_Pradesh",1996,"IND","6.52"
"Uttar_Pradesh",2002,"IND","7.66"
"Uttar_Pradesh",2007,"IND","6.96"
"Uttar_Pradesh",2012,"IND","4.13"
"Uttar_Pradesh",1962,"CPI","5.08"
"Uttar_Pradesh",1967,"CPI","3.23"
"Uttar_Pradesh",1969,"CPI","3.05"
"Uttar_Pradesh",1974,"CPI","2.45"
"Uttar_Pradesh",1977,"CPI","2.57"
"Uttar_Pradesh",1980,"CPI","3.56"
"Uttar_Pradesh",1985,"CPI","3.04"
"Uttar_Pradesh",1989,"CPI","1.56"
"Uttar_Pradesh",1991,"CPI","1.04"
"Uttar_Pradesh",1993,"CPI","0.64"
"Uttar_Pradesh",1996,"CPI","0.59"
"Uttar_Pradesh",2002,"CPI","0.13"
"Uttar_Pradesh",2007,"CPI","0.09"
"Uttar_Pradesh",2012,"CPI","0.13"
"Uttar_Pradesh",1962,"INC","36.33"
"Uttar_Pradesh",1967,"INC","32.2"
"Uttar_Pradesh",1969,"INC","33.69"
"Uttar_Pradesh",1974,"INC","32.29"
"Uttar_Pradesh",1977,"INC","31.95"
"Uttar_Pradesh",1985,"INC","39.26"
"Uttar_Pradesh",1989,"INC","27.91"
"Uttar_Pradesh",1991,"INC","17.32"
"Uttar_Pradesh",1993,"INC","15.08"
"Uttar_Pradesh",1996,"INC","8.35"
"Uttar_Pradesh",2002,"INC","8.96"
"Uttar_Pradesh",2007,"INC","8.61"
"Uttar_Pradesh",2012,"INC","11.65"
"Uttar_Pradesh",1962,"PSP","11.52"
"Uttar_Pradesh",1967,"PSP","4.09"
"Uttar_Pradesh",1969,"PSP","1.72"
"Uttar_Pradesh",1996,"PSP","0.01"
"Uttar_Pradesh",2002,"PSP","0"
"Uttar_Pradesh",1962,"SOC","8.21"
"Uttar_Pradesh",1969,"SOC","0.27"
"Uttar_Pradesh",1967,"SSP","9.97"
"Uttar_Pradesh",1969,"SSP","7.82"
"Uttar_Pradesh",1993,"SSP","0"
"Uttar_Pradesh",1962,"SWA","4.6"
"Uttar_Pradesh",1967,"SWA","4.73"
"Uttar_Pradesh",1969,"SWA","1.25"
"Uttar_Pradesh",1974,"SWA","1.13"
"Uttar_Pradesh",1967,"BJS","21.67"
"Uttar_Pradesh",1969,"BJS","17.93"
"Uttar_Pradesh",1974,"BJS","17.12"
"Uttar_Pradesh",1989,"BJS","0"
"Uttar_Pradesh",1991,"BJS","0"
"Uttar_Pradesh",1993,"BJS","0.01"
"Uttar_Pradesh",2007,"BJS","0"
"Uttar_Pradesh",2012,"BJS","0"
"Uttar_Pradesh",1967,"RPI","4.14"
"Uttar_Pradesh",1969,"RPI","3.48"
"Uttar_Pradesh",1974,"RPI","0.31"
"Uttar_Pradesh",1977,"RPI","0.08"
"Uttar_Pradesh",1980,"RPI","0.01"
"Uttar_Pradesh",1985,"RPI","0"
"Uttar_Pradesh",1989,"RPI","0.06"
"Uttar_Pradesh",1991,"RPI","0.02"
"Uttar_Pradesh",1993,"RPI","0.06"
"Uttar_Pradesh",1996,"RPI","0.03"
"Uttar_Pradesh",2002,"RPI","0.03"
"Uttar_Pradesh",2007,"RPI","0.01"
"Uttar_Pradesh",2012,"RPI","0.01"
"Uttar_Pradesh",1969,"BKD","21.29"
"Uttar_Pradesh",1974,"BKD","21.22"
"Uttar_Pradesh",1993,"BKD","0.24"
"Uttar_Pradesh",1996,"BKD","0"
"Uttar_Pradesh",2002,"BKD","0.2"
"Uttar_Pradesh",2007,"BKD","0.13"
"Uttar_Pradesh",2012,"BKD","0.02"
"Uttar_Pradesh",1974,"NCO","8.36"
"Uttar_Pradesh",1974,"SOP","2.9"
"Uttar_Pradesh",1989,"SOP","0.01"
"Uttar_Pradesh",1993,"SOP","0"
"Uttar_Pradesh",1977,"JNP","47.76"
"Uttar_Pradesh",1980,"JNP","0.01"
"Uttar_Pradesh",1985,"JNP","5.6"
"Uttar_Pradesh",1991,"JNP","0"
"Uttar_Pradesh",1974,"SSD","0.69"
"Uttar_Pradesh",1977,"SSD","0.31"
"Uttar_Pradesh",1980,"SSD","0.2"
"Uttar_Pradesh",1989,"SSD","0.18"
"Uttar_Pradesh",1991,"SSD","0.11"
"Uttar_Pradesh",1993,"SSD","0.08"
"Uttar_Pradesh",1996,"SSD","0.06"
"Uttar_Pradesh",2002,"SSD","0.01"
"Uttar_Pradesh",2007,"SSD","0.01"
"Uttar_Pradesh",2012,"SSD","0.04"
"Uttar_Pradesh",1967,"CPM","1.27"
"Uttar_Pradesh",1969,"CPM","0.49"
"Uttar_Pradesh",1974,"CPM","0.71"
"Uttar_Pradesh",1977,"CPM","0.58"
"Uttar_Pradesh",1980,"CPM","0.47"
"Uttar_Pradesh",1985,"CPM","0.68"
"Uttar_Pradesh",1989,"CPM","0.37"
"Uttar_Pradesh",1991,"CPM","0.32"
"Uttar_Pradesh",1993,"CPM","0.47"
"Uttar_Pradesh",1996,"CPM","0.77"
"Uttar_Pradesh",2002,"CPM","0.3"
"Uttar_Pradesh",2007,"CPM","0.3"
"Uttar_Pradesh",2012,"CPM","0.09"
"Uttar_Pradesh",1980,"INC(U)","6.39"
"Uttar_Pradesh",1980,"JNP(SR)","4.17"
"Uttar_Pradesh",1980,"JNP(SC)","21.52"
"Uttar_Pradesh",1980,"INC(I)","37.65"
"Uttar_Pradesh",1980,"BJP","10.76"
"Uttar_Pradesh",1985,"BJP","9.83"
"Uttar_Pradesh",1989,"BJP","11.61"
"Uttar_Pradesh",1991,"BJP","31.46"
"Uttar_Pradesh",1993,"BJP","33.31"
"Uttar_Pradesh",1996,"BJP","32.52"
"Uttar_Pradesh",2002,"BJP","20.09"
"Uttar_Pradesh",2007,"BJP","16.97"
"Uttar_Pradesh",2012,"BJP","15"
"Uttar_Pradesh",1980,"LKD","0.27"
"Uttar_Pradesh",1985,"LKD","21.44"
"Uttar_Pradesh",1991,"LKD","0.35"
"Uttar_Pradesh",1993,"LKD","0.03"
"Uttar_Pradesh",1989,"JD","29.72"
"Uttar_Pradesh",1991,"JD","18.85"
"Uttar_Pradesh",1993,"JD","12.34"
"Uttar_Pradesh",1996,"JD","2.56"
"Uttar_Pradesh",2012,"JD","0"
"Uttar_Pradesh",1980,"BSP","0"
"Uttar_Pradesh",1989,"BSP","9.41"
"Uttar_Pradesh",1991,"BSP","9.44"
"Uttar_Pradesh",1993,"BSP","11.12"
"Uttar_Pradesh",1996,"BSP","19.65"
"Uttar_Pradesh",2002,"BSP","23.07"
"Uttar_Pradesh",2007,"BSP","30.43"
"Uttar_Pradesh",2012,"BSP","25.91"
"Uttar_Pradesh",1991,"JP","12.53"
"Uttar_Pradesh",1993,"JP","0.52"
"Uttar_Pradesh",1996,"JP","0.13"
"Uttar_Pradesh",2002,"JP","0.27"
"Uttar_Pradesh",1993,"SP","17.95"
"Uttar_Pradesh",1996,"SP","21.8"
"Uttar_Pradesh",2002,"SP","25.37"
"Uttar_Pradesh",2007,"SP","25.44"
"Uttar_Pradesh",2012,"SP","29.13"
"Uttar_Pradesh",2002,"RTKP","3.38"
"Uttar_Pradesh",2007,"RTKP","0.18"
"Uttar_Pradesh",2002,"RLD","2.48"
"Uttar_Pradesh",2007,"RLD","3.7"
"Uttar_Pradesh",2012,"RLD","2.33"
"Uttar_Pradesh",2012,"PECP","2.35"
"Mysore",1962,"INC","50.22"
"Mysore",1967,"INC","48.43"
"Mysore",1972,"INC","52.17"
"Mysore",1962,"IND","17.31"
"Mysore",1967,"IND","28.36"
"Mysore",1972,"IND","12.87"
"Mysore",1962,"LSS","2.53"
"Mysore",1962,"JS","2.29"
"Mysore",1962,"PSP","14.08"
"Mysore",1967,"PSP","8.88"
"Mysore",1962,"SWA","7.15"
"Mysore",1967,"SWA","6.62"
"Mysore",1972,"SWA","0.57"
"Mysore",1967,"BJS","2.82"
"Mysore",1972,"BJS","4.3"
"Mysore",1967,"SSP","2.47"
"Mysore",1967,"CPM","1.1"
"Mysore",1972,"CPM","1.03"
"Mysore",1972,"NCO","26.22"
"Mysore",1972,"SOP","1.69"
"Bihar",1962,"CPI","6.23"
"Bihar",1967,"CPI","6.91"
"Bihar",1969,"CPI","10.1"
"Bihar",1972,"CPI","6.94"
"Bihar",1977,"CPI","7"
"Bihar",1980,"CPI","9.12"
"Bihar",1985,"CPI","8.86"
"Bihar",1990,"CPI","6.59"
"Bihar",1995,"CPI","4.76"
"Bihar",2000,"CPI","3.6"
"Bihar",2005,"CPI","1.83"
"Bihar",2010,"CPI","1.69"
"Bihar",2015,"CPI","1.36"
"Bihar",1962,"SOC","5.23"
"Bihar",1962,"PSP","14.17"
"Bihar",1967,"PSP","6.96"
"Bihar",1969,"PSP","5.64"
"Bihar",1962,"SWA","17.25"
"Bihar",1967,"SWA","2.33"
"Bihar",1969,"SWA","0.87"
"Bihar",1972,"SWA","0.71"
"Bihar",1962,"IND","8.4"
"Bihar",1967,"IND","17.87"
"Bihar",1969,"IND","8.29"
"Bihar",1972,"IND","10.77"
"Bihar",1977,"IND","23.73"
"Bihar",1980,"IND","11.95"
"Bihar",1985,"IND","17.87"
"Bihar",1990,"IND","18.4"
"Bihar",1995,"IND","13.75"
"Bihar",2000,"IND","11.36"
"Bihar",2005,"IND","12.53"
"Bihar",2010,"IND","13.22"
"Bihar",2015,"IND","9.45"
"Bihar",1962,"INC","41.35"
"Bihar",1967,"INC","33.09"
"Bihar",1969,"INC","30.46"
"Bihar",1972,"INC","33.12"
"Bihar",1977,"INC","23.58"
"Bihar",1985,"INC","39.3"
"Bihar",1990,"INC","24.79"
"Bihar",1995,"INC","16.28"
"Bihar",2000,"INC","11.06"
"Bihar",2005,"INC","5.53"
"Bihar",2010,"INC","8.37"
"Bihar",2015,"INC","6.74"
"Bihar",1967,"BJS","10.42"
"Bihar",1969,"BJS","15.63"
"Bihar",1972,"BJS","11.69"
"Bihar",1990,"BJS","0.19"
"Bihar",1967,"SSP","17.62"
"Bihar",1969,"SSP","13.68"
"Bihar",1972,"SOP","16.39"
"Bihar",1972,"NCO","14.82"
"Bihar",1967,"CPM","1.28"
"Bihar",1969,"CPM","1.25"
"Bihar",1972,"CPM","1.61"
"Bihar",1977,"CPM","0.93"
"Bihar",1980,"CPM","1.75"
"Bihar",1985,"CPM","1.61"
"Bihar",1990,"CPM","1.33"
"Bihar",1995,"CPM","1.44"
"Bihar",2000,"CPM","0.91"
"Bihar",2005,"CPM","0.66"
"Bihar",2010,"CPM","0.71"
"Bihar",2015,"CPM","0.62"
"Bihar",1977,"JNP","42.68"
"Bihar",1980,"JNP","0.03"
"Bihar",1985,"JNP","7.21"
"Bihar",1977,"SSD","0.8"
"Bihar",1980,"SSD","0.57"
"Bihar",1990,"SSD","0.07"
"Bihar",1995,"SSD","0.06"
"Bihar",2000,"SSD","0.02"
"Bihar",2005,"SSD","0.03"
"Bihar",2010,"SSD","0.03"
"Bihar",2015,"SSD","0.03"
"Bihar",1980,"INC(U)","7.34"
"Bihar",1980,"BJP","8.41"
"Bihar",1985,"BJP","7.54"
"Bihar",1990,"BJP","11.61"
"Bihar",1995,"BJP","12.97"
"Bihar",2000,"BJP","14.64"
"Bihar",2005,"BJP","13.26"
"Bihar",2010,"BJP","16.49"
"Bihar",2015,"BJP","24.3"
"Bihar",1980,"INC(I)","34.2"
"Bihar",1980,"JNP(SC)","15.63"
"Bihar",1980,"LKD","0.03"
"Bihar",1985,"LKD","14.69"
"Bihar",1995,"LKD","0"
"Bihar",1990,"JD","25.62"
"Bihar",1995,"JD","27.99"
"Bihar",1980,"JMM","1.69"
"Bihar",1985,"JMM","1.82"
"Bihar",1990,"JMM","3.15"
"Bihar",1995,"JMM","2.33"
"Bihar",2000,"JMM","3.53"
"Bihar",2005,"JMM","0.16"
"Bihar",2010,"JMM","0.61"
"Bihar",2015,"JMM","0.28"
"Bihar",1995,"SAP","7.06"
"Bihar",2000,"SAP","8.65"
"Bihar",2005,"SAP","0.28"
"Bihar",2010,"SAP","0.05"
"Bihar",2015,"SAP","0"
"Bihar",2000,"JD(U)","6.47"
"Bihar",2005,"JD(U)","17.45"
"Bihar",2010,"JD(U)","22.58"
"Bihar",2015,"JD(U)","16.72"
"Bihar",2000,"RJD","28.34"
"Bihar",2005,"RJD","24.28"
"Bihar",2010,"RJD","18.84"
"Bihar",2015,"RJD","18.35"
"Bihar",2005,"LJP","11.87"
"Bihar",2010,"LJP","6.74"
"Bihar",2015,"LJP","4.89"
"Tripura",1967,"INC","57.95"
"Tripura",1972,"INC","44.83"
"Tripura",1977,"INC","17.76"
"Tripura",1983,"INC","30.51"
"Tripura",1988,"INC","37.34"
"Tripura",1993,"INC","32.73"
"Tripura",1998,"INC","33.96"
"Tripura",2003,"INC","32.84"
"Tripura",2008,"INC","36.38"
"Tripura",2013,"INC","36.53"
"Tripura",1967,"SSP","0.02"
"Tripura",1967,"CPM","21.61"
"Tripura",1972,"CPM","37.82"
"Tripura",1977,"CPM","47"
"Tripura",1983,"CPM","46.78"
"Tripura",1988,"CPM","45.83"
"Tripura",1993,"CPM","44.78"
"Tripura",1998,"CPM","45.49"
"Tripura",2003,"CPM","46.82"
"Tripura",2008,"CPM","48.01"
"Tripura",2013,"CPM","48.11"
"Tripura",1967,"IND","12.1"
"Tripura",1972,"IND","11.92"
"Tripura",1977,"IND","4.11"
"Tripura",1983,"IND","8.89"
"Tripura",1988,"IND","2.96"
"Tripura",1993,"IND","6.16"
"Tripura",1998,"IND","3.28"
"Tripura",2003,"IND","0.84"
"Tripura",2008,"IND","3.21"
"Tripura",2013,"IND","0.96"
"Tripura",1967,"CPI","7.97"
"Tripura",1972,"CPI","3.04"
"Tripura",1977,"CPI","0.84"
"Tripura",1983,"CPI","0.83"
"Tripura",1988,"CPI","0.82"
"Tripura",1993,"CPI","1.35"
"Tripura",1998,"CPI","1.38"
"Tripura",2003,"CPI","1.54"
"Tripura",2008,"CPI","1.48"
"Tripura",2013,"CPI","1.57"
"Tripura",1967,"BJS","0.35"
"Tripura",1972,"BJS","0.07"
"Tripura",1972,"TUS","1.17"
"Tripura",1977,"TUS","7.93"
"Tripura",1983,"TUS","10.47"
"Tripura",1988,"TUS","10.53"
"Tripura",1972,"FBL","1.14"
"Tripura",1977,"FBL","1.04"
"Tripura",1983,"FBL","0.71"
"Tripura",1988,"FBL","0.67"
"Tripura",1993,"FBL","0.8"
"Tripura",1998,"FBL","0.56"
"Tripura",2003,"FBL","0.65"
"Tripura",1977,"JNP","10.46"
"Tripura",1983,"JNP","0.06"
"Tripura",1988,"JNP","0.1"
"Tripura",1977,"TCD","8.92"
"Tripura",1977,"RSP","1.66"
"Tripura",1983,"RSP","1.64"
"Tripura",1988,"RSP","1.6"
"Tripura",1993,"RSP","1.58"
"Tripura",1998,"RSP","1.65"
"Tripura",2003,"RSP","1.89"
"Tripura",2008,"RSP","1.69"
"Tripura",2013,"RSP","1.95"
"Tripura",1983,"BJP","0.06"
"Tripura",1988,"BJP","0.15"
"Tripura",1993,"BJP","2.02"
"Tripura",1998,"BJP","5.87"
"Tripura",2003,"BJP","1.32"
"Tripura",2008,"BJP","1.49"
"Tripura",2013,"BJP","1.54"
"Tripura",1993,"TJS","7.52"
"Tripura",1998,"TUJS","7.19"
"Tripura",2003,"INPT","12.46"
"Tripura",2008,"INPT","6.21"
"Tripura",2013,"INPT","7.59"
"Delhi",1972,"INC","48.54"
"Delhi",1977,"INC","36.15"
"Delhi",1983,"INC","47.5"
"Delhi",1993,"INC","34.49"
"Delhi",1998,"INC","47.76"
"Delhi",2003,"INC","48.13"
"Delhi",2008,"INC","40.31"
"Delhi",2013,"INC","24.55"
"Delhi",2015,"INC","9.65"
"Delhi",1972,"BJS","38.47"
"Delhi",1972,"RPI","1.21"
"Delhi",1977,"RPI","0"
"Delhi",1993,"RPI","0.02"
"Delhi",1998,"RPI","0.02"
"Delhi",2003,"RPI","0"
"Delhi",2015,"RPI","0"
"Delhi",1972,"IND","5.57"
"Delhi",1977,"IND","7.65"
"Delhi",1983,"IND","7.42"
"Delhi",1993,"IND","5.87"
"Delhi",1998,"IND","8.7"
"Delhi",2003,"IND","4.85"
"Delhi",2008,"IND","3.91"
"Delhi",2013,"IND","2.93"
"Delhi",2015,"IND","0.53"
"Delhi",1972,"NCO","1.96"
"Delhi",1972,"CPI","3.86"
"Delhi",1977,"CPI","3.18"
"Delhi",1983,"CPI","0.25"
"Delhi",1993,"CPI","0.22"
"Delhi",1998,"CPI","0.04"
"Delhi",2003,"CPI","0.02"
"Delhi",2008,"CPI","0.05"
"Delhi",2013,"CPI","0.08"
"Delhi",2015,"CPI","0.03"
"Delhi",1977,"JNP","52.58"
"Delhi",1983,"JNP","3.7"
"Delhi",1977,"MUL","0.16"
"Delhi",1977,"CPM","0.15"
"Delhi",1983,"CPM","0.06"
"Delhi",1993,"CPM","0.38"
"Delhi",1998,"CPM","0.17"
"Delhi",2003,"CPM","0.11"
"Delhi",2008,"CPM","0.08"
"Delhi",2013,"CPM","0.03"
"Delhi",2015,"CPM","0.01"
"Delhi",1983,"BJP","36.83"
"Delhi",1993,"BJP","42.84"
"Delhi",1998,"BJP","34.03"
"Delhi",2003,"BJP","35.22"
"Delhi",2008,"BJP","36.33"
"Delhi",2013,"BJP","33.07"
"Delhi",2015,"BJP","32.19"
"Delhi",1983,"LKD","4.15"
"Delhi",1993,"LKD","0.05"
"Delhi",1993,"BSP","1.88"
"Delhi",1998,"BSP","3.09"
"Delhi",2003,"BSP","5.76"
"Delhi",2008,"BSP","14.05"
"Delhi",2013,"BSP","5.35"
"Delhi",2015,"BSP","1.3"
"Delhi",1993,"JD","12.65"
"Delhi",1998,"JD","1.8"
"Delhi",1993,"SP","0.5"
"Delhi",1998,"SP","0.48"
"Delhi",2003,"SP","0.65"
"Delhi",2008,"SP","0.49"
"Delhi",2013,"SP","0.22"
"Delhi",1998,"INLD","0.95"
"Delhi",2003,"INLD","0.25"
"Delhi",2013,"INLD","0.57"
"Delhi",2015,"INLD","0.61"
"Delhi",2003,"NCP","2.24"
"Delhi",2008,"NCP","1.38"
"Delhi",2013,"NCP","0.11"
"Delhi",2015,"NCP","0.02"
"Delhi",2003,"JD(S)","0.75"
"Delhi",2008,"JD(S)","0.02"
"Delhi",2008,"LJP","1.35"
"Delhi",2013,"LJP","0.17"
"Delhi",2013,"AAAP","29.5"
"Delhi",2015,"AAAP","54.34"
"Delhi",2013,"SAD","0.91"
"Delhi",2015,"SAD","0.5"
"Rajasthan",1962,"SOC","3.68"
"Rajasthan",1962,"JS","9.15"
"Rajasthan",1962,"INC","39.98"
"Rajasthan",1967,"INC","41.42"
"Rajasthan",1972,"INC","51.13"
"Rajasthan",1977,"INC","31.51"
"Rajasthan",1985,"INC","46.57"
"Rajasthan",1990,"INC","33.65"
"Rajasthan",1993,"INC","38.27"
"Rajasthan",1998,"INC","44.95"
"Rajasthan",2003,"INC","35.65"
"Rajasthan",2008,"INC","36.84"
"Rajasthan",2013,"INC","33.07"
"Rajasthan",1962,"CPI","5.4"
"Rajasthan",1967,"CPI","0.97"
"Rajasthan",1972,"CPI","1.56"
"Rajasthan",1977,"CPI","1.11"
"Rajasthan",1980,"CPI","0.97"
"Rajasthan",1985,"CPI","1.23"
"Rajasthan",1990,"CPI","0.82"
"Rajasthan",1993,"CPI","0.22"
"Rajasthan",1998,"CPI","0.2"
"Rajasthan",2003,"CPI","0.19"
"Rajasthan",2008,"CPI","0.23"
"Rajasthan",2013,"CPI","0.18"
"Rajasthan",1962,"IND","20.88"
"Rajasthan",1967,"IND","16.27"
"Rajasthan",1972,"IND","17.36"
"Rajasthan",1977,"IND","15.92"
"Rajasthan",1980,"IND","13.07"
"Rajasthan",1985,"IND","11.89"
"Rajasthan",1990,"IND","14.82"
"Rajasthan",1993,"IND","12.89"
"Rajasthan",1998,"IND","14.41"
"Rajasthan",2003,"IND","11.37"
"Rajasthan",2008,"IND","15.03"
"Rajasthan",2013,"IND","8.21"
"Rajasthan",1962,"SWA","17.11"
"Rajasthan",1967,"SWA","22.1"
"Rajasthan",1972,"SWA","12.32"
"Rajasthan",1967,"SSP","4.76"
"Rajasthan",1993,"SSP","0"
"Rajasthan",1967,"CPM","1.18"
"Rajasthan",1972,"CPM","0.96"
"Rajasthan",1977,"CPM","0.75"
"Rajasthan",1980,"CPM","1.2"
"Rajasthan",1985,"CPM","0.58"
"Rajasthan",1990,"CPM","1.03"
"Rajasthan",1993,"CPM","0.98"
"Rajasthan",1998,"CPM","0.81"
"Rajasthan",2003,"CPM","0.77"
"Rajasthan",2008,"CPM","1.63"
"Rajasthan",2013,"CPM","0.87"
"Rajasthan",1967,"BJS","11.69"
"Rajasthan",1972,"BJS","12.2"
"Rajasthan",1990,"BJS","0.04"
"Rajasthan",1993,"BJS","0"
"Rajasthan",1972,"SOP","2.44"
"Rajasthan",1990,"SOP","0.08"
"Rajasthan",1977,"MUL","0.27"
"Rajasthan",1980,"MUL","0"
"Rajasthan",1990,"MUL","0.02"
"Rajasthan",2003,"MUL","0"
"Rajasthan",1977,"JNP","50.43"
"Rajasthan",1985,"JNP","5.88"
"Rajasthan",1980,"JNP(SC)","9.55"
"Rajasthan",1980,"JNP(JP)","7.34"
"Rajasthan",1990,"JNP(JP)","0.32"
"Rajasthan",1980,"INC(U)","5.59"
"Rajasthan",1980,"INC(I)","42.97"
"Rajasthan",1980,"BJP","18.6"
"Rajasthan",1985,"BJP","21.25"
"Rajasthan",1990,"BJP","25.26"
"Rajasthan",1993,"BJP","38.6"
"Rajasthan",1998,"BJP","33.23"
"Rajasthan",2003,"BJP","39.2"
"Rajasthan",2008,"BJP","34.19"
"Rajasthan",2013,"BJP","45.17"
"Rajasthan",1985,"LKD","11.86"
"Rajasthan",1993,"LKD","0"
"Rajasthan",1990,"JD","21.59"
"Rajasthan",1993,"JD","6.94"
"Rajasthan",1998,"JD","1.97"
"Rajasthan",1990,"DDP","0.54"
"Rajasthan",1993,"DDP","0.6"
"Rajasthan",1990,"BSP","0.79"
"Rajasthan",1993,"BSP","0.56"
"Rajasthan",1998,"BSP","2.17"
"Rajasthan",2003,"BSP","3.97"
"Rajasthan",2008,"BSP","7.56"
"Rajasthan",2013,"BSP","3.37"
"Rajasthan",1998,"INLD","0.52"
"Rajasthan",2003,"INLD","2.58"
"Rajasthan",2008,"INLD","0.23"
"Rajasthan",2003,"RSNM","2.23"
"Rajasthan",2008,"LSWP","0.88"
"Rajasthan",2013,"NPEP","4.25"
